=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.12 21:35:48 =~=~=~=~=~=~=~=~=~=~=~=
L2,-457903,14
L,119913,809,L2,-457886,14
L,119820,808,L2,-457853,13
L,119821,808,L2,-457884,14
L,119796,808,L2,-457885,14
L,119764,808,L2,-457903,14
L,119780,808,L2,-457881,14
L,119777,808,L2,-457877,13
L,119787,808,L2,-457891,14
L,119836,809,L2,-457924,14
L,119867,809,L2,-457937,14
L,119823,808,L2,-457885,14
L,119799,808,L2,-457937,14
L,119805,808,L2,-457941,14
L,119814,808,L2,-457867,13
L,119749,808,L2,-457881,14
L,119732,808,L2,-457874,13
L,119824,808,L2,-457869,13
L,119816,808,L2,-457869,13
L,119824,808,L2,-457894,14
L,119784,808,L2,-457897,14
L,119808,808,L2,-457915,14
L,119815,808,L2,-457880,14
L,119825,808,L2,-457854,13
L,119843,809,L2,-457897,14
L,119766,808,L2,-457884,14
L,119771,808,L2,-457892,14
L,119767,808,L2,-457910,14
L,119713,807,L2,-457866,13
L,119809,808,L2,-457916,14
L,119867,809,L2,-457923,14
L,119816,808,L2,-457887,14
L,119774,808,L2,-457917,14
L,119837,809,L2,-457912,14
L,119891,809,L2,-457864,13
L,119822,808,L2,-457880,14
L,119801,808,L2,-457925,14
L,119760,808,L2,-457882,14
L,119784,808,L2,-457820,13
L,119791,808,L2,-457852,13
L,119794,808,L2,-457844,13
L,119789,808,L2,-457856,13
L,119766,808,L2,-457851,13
L,119819,808,L2,-457921,14
L,119848,809,L2,-457917,14
L,119871,809,L2,-457870,13
L,119891,809,L2,-457820,13
L,119878,809,L2,-457865,13
L,119860,809,L2,-457932,14
L,119866,809,L2,-457904,14
L,119855,809,L2,-457879,14
L,119854,809,L2,-457873,13
L,119886,809,L2,-457797,13
L,119922,809,L2,-457809,13
L,119857,809,L2,-457851,13
L,119916,809,L2,-457913,14
L,119968,810,L2,-457907,14
L,119909,809,L2,-457828,13
L,119870,809,L2,-457838,13
L,119873,809,L2,-457846,13
L,119799,808,L2,-457822,13
L,119767,808,L2,-457815,13
L,119835,809,L2,-457842,13
L,119878,809,L2,-457881,14
L,119946,810,L2,-457850,13
L,119893,809,L2,-457865,13
L,119886,809,L2,-457876,13
L,119927,809,L2,-457837,13
L,119996,810,L2,-457796,13
L,119993,810,L2,-457817,13
L,119924,809,L2,-457931,14
L,119919,809,L2,-457895,14
L,119900,809,L2,-457893,14
L,120027,810,L2,-457875,13
L,120020,810,L2,-457876,13
L,119988,810,L2,-457905,14
L,120068,811,L2,-457858,13
L,120001,810,L2,-457883,14
L,119973,810,L2,-457905,14
L,119930,809,L2,-457946,14
L,119905,809,L2,-457890,14
L,119925,809,L2,-457909,14
L,119933,810,L2,-457902,14
L,119966,810,L2,-457885,14
L,119990,810,L2,-457893,14
L,119969,810,L2,-457892,14
L,119987,810,L2,-457896,14
L,120017,810,L2,-457920,14
L,120033,811,L2,-457896,14
L,120032,811,L2,-457890,14
L,120061,811,L2,-457888,14
L,119989,810,L2,-457898,14
L,120042,811,L2,-457923,14
L,120066,811,L2,-457900,14
L,120015,810,L2,-457907,14
L,119993,810,L2,-457868,13
L,120013,810,L2,-457846,13
L,119979,810,L2,-457896,14
L,119971,810,L2,-457884,14
L,120008,810,L2,-457817,13
L,119976,810,L2,-457856,13
L,119979,810,L2,-457844,13
L,120029,810,L2,-457837,13
L,120061,811,L2,-457897,14
L,120077,811,L2,-457883,14
L,119994,810,L2,-457879,14
L,119968,810,L2,-457844,13
L,120069,811,L2,-457827,13
L,120053,811,L2,-457852,13
L,120064,811,L2,-457885,14
L,120066,811,L2,-457874,13
L,120021,810,L2,-457901,14
L,120014,810,L2,-457914,14
L,120031,810,L2,-457853,13
L,120088,811,L2,-457841,13
L,120066,811,L2,-457837,13
L,120009,810,L2,-457841,13
L,120058,811,L2,-457879,14
L,120087,811,L2,-457870,13
L,120046,811,L2,-457873,13
L,120210,812,L2,-457916,14
L,120112,811,L2,-458000,15
L,120062,811,L2,-457938,14
L,120046,811,L2,-457888,14
L,120079,811,L2,-457924,14
L,120077,811,L2,-457891,14
L,120095,811,L2,-457858,13
L,120102,811,L2,-457859,13
L,120083,811,L2,-457855,13
L,120128,811,L2,-457813,13
L,120064,811,L2,-457822,13
L,120004,810,L2,-457828,13
L,120031,810,L2,-457883,14
L,120099,811,L2,-457897,14
L,120121,811,L2,-457900,14
L,120111,811,L2,-457901,14
L,120137,812,L2,-457877,13
L,120184,812,L2,-457890,14
L,120132,812,L2,-457865,13
L,120188,812,L2,-457867,13
L,120143,812,L2,-457872,13
L,120184,812,L2,-457837,13
L,120217,812,L2,-457847,13
L,120176,812,L2,-457844,13
L,120221,812,L2,-457881,14
L,120204,812,L2,-457836,13
L,120179,812,L2,-457859,13
L,120120,811,L2,-457867,13
L,120160,812,L2,-457837,13
L,120170,812,L2,-457900,14
L,120170,812,L2,-457877,13
L,120188,812,L2,-457818,13
L,120169,812,L2,-457874,13
L,120136,812,L2,-457879,14
L,120195,812,L2,-457867,13
L,120237,813,L2,-457832,13
L,120292,813,L2,-457847,13
L,120162,812,L2,-457889,14
L,120199,812,L2,-457842,13
L,120221,812,L2,-457861,13
L,120156,812,L2,-457868,13
L,120138,812,L2,-457809,13
L,120087,811,L2,-457864,13
L,120117,811,L2,-457873,13
L,120148,812,L2,-457894,14
L,120140,812,L2,-457875,13
L,120101,811,L2,-457863,13
L,120238,813,L2,-457852,13
L,120197,812,L2,-457897,14
L,120250,813,L2,-457867,13
L,120208,812,L2,-457842,13
L,120201,812,L2,-457907,14
L,120230,812,L2,-457935,14
L,120222,812,L2,-457887,14
L,120213,812,L2,-457910,14
L,120239,813,L2,-457905,14
L,120218,812,L2,-457884,14
L,120192,812,L2,-457895,14
L,120183,812,L2,-457915,14
L,120197,812,L2,-457825,13
L,120262,813,L2,-457832,13
L,120317,813,L2,-457832,13
L,120330,813,L2,-457870,13
L,120247,813,L2,-457901,14
L,120200,812,L2,-457916,14
L,120228,812,L2,-457906,14
L,120305,813,L2,-457935,14
L,120375,814,L2,-457921,14
L,120315,813,L2,-457911,14
L,120270,813,L2,-457856,13
L,120321,813,L2,-457828,13
L,120249,813,L2,-457904,14
L,120266,813,L2,-457904,14
L,120302,813,L2,-457856,13
L,120228,812,L2,-457848,13
L,120286,813,L2,-457837,13
L,120305,813,L2,-457914,14
L,120304,813,L2,-457921,14
L,120332,814,L2,-457914,14
L,120296,813,L2,-457874,13
L,120230,812,L2,-457803,13
L,120251,813,L2,-457843,13
L,120260,813,L2,-457848,13
L,120216,812,L2,-457878,14
L,120324,813,L2,-457937,14
L,120241,813,L2,-457871,13
L,120255,813,L2,-457878,14
L,120318,813,L2,-457895,14
L,120242,813,L2,-457842,13
L,120244,813,L2,-457833,13
L,120300,813,L2,-457846,13
L,120396,814,L2,-457883,14
L,120401,814,L2,-457871,13
L,120360,814,L2,-457883,14
L,120327,813,L2,-457839,13
L,120313,813,L2,-457829,13
L,120313,813,L2,-457870,13
L,120270,813,L2,-457858,13
